,SAMPLE_NAME,SPEAK,DISTR,NOISE,DISTR_SNR,NOISE_SNR,ECHO,PESQ,STOI,SDR,ESTOI,PROCESSING_TIME
47,000047,P308,5105,NFIELD,-6.0,inf,False,3.1650662422180176,0.975047767162323,21.569581985473633,0.951068639755249,0.016309022903442383
48,000048,P308,1867,TMETRO,-5.0,-5.0,True,2.2383968830108643,0.854996919631958,17.130935668945312,0.7750840187072754,0.018254756927490234
49,000049,P308,1867,TMETRO,inf,-5.0,True,2.849964141845703,0.9090127944946289,18.96637725830078,0.8185586333274841,0.01822686195373535
50,000050,P308,1867,TMETRO,-5.0,inf,True,2.537353038787842,0.9633405804634094,17.66738510131836,0.8874719142913818,0.015028238296508789
51,000051,P308,1867,TMETRO,-10.0,-6.0,False,2.3546738624572754,0.8648238778114319,19.484825134277344,0.8116728663444519,0.019811153411865234
52,000052,P308,1867,TMETRO,inf,-6.0,False,3.075089931488037,0.8738126158714294,23.3527774810791,0.8260477781295776,0.01510763168334961
53,000053,P308,1867,TMETRO,-10.0,inf,False,3.2422127723693848,0.9888813495635986,25.59005355834961,0.9608718156814575,0.017799854278564453
54,000054,P248,1455,DLIVING,-7.0,-4.0,True,2.26322078704834,0.9625788331031799,16.892379760742188,0.9307382702827454,0.01507425308227539
55,000055,P248,1455,DLIVING,inf,-4.0,True,2.978832960128784,0.9874821305274963,18.525169372558594,0.9669920206069946,0.016266822814941406
56,000056,P248,1455,DLIVING,-7.0,inf,True,2.14953875541687,0.9648658037185669,17.00290298461914,0.9329975247383118,0.015069961547851562
57,000057,P248,1455,DLIVING,-9.0,-1.0,False,3.4811346530914307,0.9926323890686035,27.573108673095703,0.9822698831558228,0.015924692153930664
58,000058,P248,1455,DLIVING,inf,-1.0,False,3.4566705226898193,0.9965659976005554,29.06818389892578,0.9866049289703369,0.015806198120117188
59,000059,P248,1455,DLIVING,-9.0,inf,False,3.5074775218963623,0.9957557916641235,32.44989013671875,0.9895448684692383,0.01497197151184082
60,000060,P260,1594,TBUS,-7.0,-7.0,True,2.3929316997528076,0.9908565282821655,21.179664611816406,0.9701994061470032,0.016041994094848633
61,000061,P260,1594,TBUS,inf,-7.0,True,2.74868106842041,0.996472954750061,23.42689323425293,0.9835108518600464,0.015030145645141602
62,000062,P260,1594,TBUS,-7.0,inf,True,2.505070447921753,0.9935535788536072,21.14138412475586,0.981900691986084,0.01675868034362793
63,000063,P260,1594,TBUS,-3.0,-9.0,False,2.3376221656799316,0.9926117062568665,23.495180130004883,0.9719923734664917,0.01515340805053711
64,000064,P260,1594,TBUS,inf,-9.0,False,2.5540733337402344,0.996920645236969,24.188270568847656,0.9812523722648621,0.015569686889648438
65,000065,P260,1594,TBUS,-3.0,inf,False,2.705388307571411,0.998750627040863,27.574308395385742,0.9922163486480713,0.015023946762084961
66,000066,P288,4481,NPARK,-13.0,-17.0,True,2.1639349460601807,0.8413760662078857,20.06551170349121,0.6603455543518066,0.01799178123474121
67,000067,P288,4481,NPARK,inf,-17.0,True,2.5211596488952637,0.8482991456985474,20.558176040649414,0.69383305311203,0.022260665893554688
68,000068,P288,4481,NPARK,-13.0,inf,True,2.4493634700775146,0.8449529409408569,22.02402114868164,0.6985631585121155,0.019229888916015625
69,000069,P288,4481,NPARK,-13.0,-18.0,False,1.6976795196533203,0.8141334056854248,19.232816696166992,0.6312365531921387,0.021593093872070312
70,000070,P288,4481,NPARK,inf,-18.0,False,2.1534664630889893,0.8407549262046814,20.35557746887207,0.6350669860839844,0.017923831939697266
71,000071,P288,4481,NPARK,-13.0,inf,False,2.463434934616089,0.8216834664344788,26.40116310119629,0.6842165589332581,0.020116567611694336
72,000072,P248,6818,OOFFICE,-4.0,-10.0,True,2.8385143280029297,0.9787640571594238,21.638296127319336,0.9263392090797424,0.023604393005371094
73,000073,P248,6818,OOFFICE,inf,-10.0,True,3.247690439224243,0.9897547364234924,25.05504608154297,0.963133692741394,0.016089677810668945
74,000074,P248,6818,OOFFICE,-4.0,inf,True,3.063309907913208,0.9870278835296631,22.354663848876953,0.9473778605461121,0.020067930221557617
75,000075,P248,6818,OOFFICE,-10.0,-28.0,False,1.8921654224395752,0.9360430836677551,16.85271644592285,0.8205170631408691,0.017275571823120117
76,000076,P248,6818,OOFFICE,inf,-28.0,False,1.547182321548462,0.9225785732269287,16.54398536682129,0.8245626091957092,0.018726110458374023
77,000077,P248,6818,OOFFICE,-10.0,inf,False,3.6670448780059814,0.9957532286643982,31.72602081298828,0.9756172895431519,0.015031814575195312
78,000078,P272,3982,SCAFE,-4.0,-17.0,True,1.9425737857818604,0.9120680093765259,13.718235969543457,0.7754935622215271,0.015899658203125
79,000079,P272,3982,SCAFE,inf,-17.0,True,2.098492383956909,0.9146719574928284,14.540496826171875,0.7708157896995544,0.015158891677856445
80,000080,P272,3982,SCAFE,-4.0,inf,True,2.7185299396514893,0.9782288670539856,17.358659744262695,0.9270623326301575,0.015373945236206055
81,000081,P272,3982,SCAFE,-12.0,-23.0,False,1.4559968709945679,0.82521653175354,7.90376091003418,0.6144052743911743,0.015797853469848633
82,000082,P272,3982,SCAFE,inf,-23.0,False,1.5698832273483276,0.8581376671791077,9.647100448608398,0.6813001036643982,0.018708467483520508
83,000083,P272,3982,SCAFE,-12.0,inf,False,3.0500190258026123,0.9861301183700562,21.015972137451172,0.9432696104049683,0.015289783477783203
84,000084,P361,4406,STRAFFIC,-15.0,-1.0,True,1.9341412782669067,0.9452984929084778,13.090248107910156,0.815966784954071,0.027544021606445312
85,000085,P361,4406,STRAFFIC,inf,-1.0,True,3.188244342803955,0.9948369264602661,19.90311050415039,0.9834896326065063,0.0230405330657959
86,000086,P361,4406,STRAFFIC,-15.0,inf,True,1.9307259321212769,0.9449993371963501,12.984343528747559,0.8162486553192139,0.021478891372680664
87,000087,P361,4406,STRAFFIC,-9.0,-7.0,False,3.3615012168884277,0.9967498779296875,23.53995704650879,0.9831173419952393,0.027376413345336914
88,000088,P361,4406,STRAFFIC,inf,-7.0,False,3.0948545932769775,0.9982814788818359,24.525529861450195,0.9905300736427307,0.020489215850830078
89,000089,P361,4406,STRAFFIC,-9.0,inf,False,3.9313976764678955,0.9991707801818848,33.2277717590332,0.9953914880752563,0.021964073181152344
90,000090,P269,103,TBUS,-1.0,-1.0,True,2.684551477432251,0.9876403212547302,18.701833724975586,0.966728150844574,0.01920151710510254
91,000091,P269,103,TBUS,inf,-1.0,True,2.9817068576812744,0.9906973242759705,19.29257583618164,0.9781633615493774,0.027722597122192383
92,000092,P269,103,TBUS,-1.0,inf,True,2.384335994720459,0.9871925115585327,18.737382888793945,0.958781361579895,0.022507667541503906
93,000093,P269,103,TBUS,-4.0,-15.0,False,3.629016876220703,0.998649537563324,25.947065353393555,0.9947795271873474,0.015121936798095703
94,000094,P269,103,TBUS,inf,-15.0,False,3.668182373046875,0.9992587566375732,26.307382583618164,0.9970276951789856,0.019031047821044922
95,000095,P269,103,TBUS,-4.0,inf,False,3.949331521987915,0.9992783665657043,32.49623489379883,0.9989632368087769,0.02093982696533203
96,000096,P317,1320,TCAR,-10.0,-3.0,True,2.828791856765747,0.8839214444160461,21.954143524169922,0.7423705458641052,0.027922630310058594
97,000097,P317,1320,TCAR,inf,-3.0,True,3.858806848526001,0.9751732349395752,23.557659149169922,0.8934482336044312,0.02393364906311035
98,000098,P317,1320,TCAR,-10.0,inf,True,2.795515537261963,0.8752923011779785,22.580869674682617,0.7305373549461365,0.016474485397338867
99,000099,P317,1320,TCAR,-10.0,-7.0,False,3.5299668312072754,0.9091449975967407,23.81135368347168,0.7652949690818787,0.019208669662475586
100,000100,P317,1320,TCAR,inf,-7.0,False,3.733234405517578,0.9576506018638611,20.868797302246094,0.8636071681976318,0.01882791519165039
101,000101,P317,1320,TCAR,-10.0,inf,False,3.907331943511963,0.9148982763290405,30.572952270507812,0.836158812046051,0.021114110946655273
102,000102,P272,4859,STRAFFIC,-8.0,-22.0,True,1.4375330209732056,0.8428195118904114,14.272660255432129,0.5887352228164673,0.0206148624420166
103,000103,P272,4859,STRAFFIC,inf,-22.0,True,1.5264681577682495,0.8605451583862305,14.795273780822754,0.6213608384132385,0.016665935516357422
104,000104,P272,4859,STRAFFIC,-8.0,inf,True,2.3110790252685547,0.9296949505805969,17.802940368652344,0.7643452882766724,0.016746997833251953
105,000105,P272,4859,STRAFFIC,-8.0,-11.0,False,2.0038557052612305,0.9371368288993835,21.824918746948242,0.8142502307891846,0.016678571701049805
106,000106,P272,4859,STRAFFIC,inf,-11.0,False,2.2139105796813965,0.923322856426239,20.990047454833984,0.7797365188598633,0.017661333084106445
107,000107,P272,4859,STRAFFIC,-8.0,inf,False,3.5451066493988037,0.9908743500709534,33.86384582519531,0.9361054301261902,0.015016555786132812
108,000108,P361,4160,NFIELD,-9.0,-8.0,True,2.5458667278289795,0.9915605783462524,19.660757064819336,0.9634088277816772,0.015976905822753906
109,000109,P361,4160,NFIELD,inf,-8.0,True,2.841571807861328,0.9979403018951416,22.583763122558594,0.9883089065551758,0.01519465446472168
110,000110,P361,4160,NFIELD,-9.0,inf,True,2.6307311058044434,0.9918026924133301,21.158681869506836,0.9658963084220886,0.015169382095336914
111,000111,P361,4160,NFIELD,-7.0,-27.0,False,1.9827814102172852,0.9858520030975342,17.827377319335938,0.906320333480835,0.01625204086303711
112,000112,P361,4160,NFIELD,inf,-27.0,False,2.0060997009277344,0.9873360991477966,18.95565414428711,0.9083303213119507,0.015168428421020508
113,000113,P361,4160,NFIELD,-7.0,inf,False,3.380354404449463,0.9976717233657837,28.412755966186523,0.9920421242713928,0.015884876251220703
114,000114,P288,5561,DWASHING,0.0,-15.0,True,3.1917223930358887,0.9938341379165649,24.17928123474121,0.9700397253036499,0.015035390853881836
115,000115,P288,5561,DWASHING,inf,-15.0,True,3.2817108631134033,0.9968491792678833,24.700910568237305,0.9817907214164734,0.015681743621826172
116,000116,P288,5561,DWASHING,0.0,inf,True,3.5461902618408203,0.9961020350456238,28.58080291748047,0.9809383153915405,0.015224218368530273
117,000117,P288,5561,DWASHING,-11.0,-23.0,False,2.4747397899627686,0.9772796034812927,18.681175231933594,0.8951520919799805,0.015721797943115234
118,000118,P288,5561,DWASHING,inf,-23.0,False,2.864997148513794,0.9872245192527771,20.448749542236328,0.9443196058273315,0.01767253875732422
119,000119,P288,5561,DWASHING,-11.0,inf,False,3.2138450145721436,0.9930388331413269,27.46967124938965,0.9538639783859253,0.015294075012207031
120,000120,P248,3214,DWASHING,-13.0,-11.0,True,1.6394891738891602,0.9323415756225586,13.44132137298584,0.8334560990333557,0.01514434814453125
121,000121,P248,3214,DWASHING,inf,-11.0,True,3.111922025680542,0.9887025952339172,22.186689376831055,0.9672079682350159,0.016067028045654297
122,000122,P248,3214,DWASHING,-13.0,inf,True,1.6593999862670898,0.9323332905769348,13.469198226928711,0.8336526155471802,0.01578998565673828
123,000123,P248,3214,DWASHING,-12.0,-5.0,False,2.772528648376465,0.9852932691574097,21.42344093322754,0.9558811783790588,0.016243934631347656
124,000124,P248,3214,DWASHING,inf,-5.0,False,3.9966139793395996,0.9971151947975159,31.072744369506836,0.9850930571556091,0.020323991775512695
125,000125,P248,3214,DWASHING,-12.0,inf,False,2.7794601917266846,0.9867656230926514,16.693042755126953,0.9578408002853394,0.019040822982788086
126,000126,P288,1447,SCAFE,-11.0,-28.0,True,1.2701492309570312,0.8604395389556885,10.612607955932617,0.6398572325706482,0.014995813369750977
127,000127,P288,1447,SCAFE,inf,-28.0,True,1.3522002696990967,0.8338921070098877,11.263708114624023,0.6743634939193726,0.016261816024780273
128,000128,P288,1447,SCAFE,-11.0,inf,True,3.013617992401123,0.9864353537559509,18.391517639160156,0.9297389388084412,0.01503300666809082
129,000129,P288,1447,SCAFE,-5.0,-17.0,False,2.291567325592041,0.9714251756668091,19.427947998046875,0.8874973654747009,0.017118453979492188
130,000130,P288,1447,SCAFE,inf,-17.0,False,2.3562610149383545,0.9719533324241638,19.77093505859375,0.8946611881256104,0.015054464340209961
131,000131,P288,1447,SCAFE,-5.0,inf,False,4.309294700622559,0.999586284160614,29.0577392578125,0.9967129230499268,0.0169069766998291
132,000132,P299,7859,SCAFE,-7.0,-10.0,True,2.0333034992218018,0.9276829957962036,14.406266212463379,0.8896993398666382,0.016304492950439453
133,000133,P299,7859,SCAFE,inf,-10.0,True,2.427079916000366,0.9570032954216003,15.166908264160156,0.9364368319511414,0.014888525009155273
134,000134,P299,7859,SCAFE,-7.0,inf,True,2.141087055206299,0.9506638050079346,15.14736557006836,0.9187034964561462,0.015753984451293945
135,000135,P299,7859,SCAFE,-2.0,-3.0,False,3.5140650272369385,0.9934004545211792,22.741809844970703,0.9870222210884094,0.016277551651000977
136,000136,P299,7859,SCAFE,inf,-3.0,False,3.5990216732025146,0.9932811856269836,22.709754943847656,0.9879588484764099,0.01578211784362793
137,000137,P299,7859,SCAFE,-2.0,inf,False,4.401499271392822,0.9998353123664856,40.94050598144531,0.9997479915618896,0.015396833419799805
138,000138,P269,1284,PCAFETER,-7.0,-19.0,True,1.3199700117111206,0.8686342835426331,8.830594062805176,0.7237450480461121,0.014954328536987305
139,000139,P269,1284,PCAFETER,inf,-19.0,True,1.5171418190002441,0.8974049091339111,9.833881378173828,0.7469919919967651,0.01740574836730957
140,000140,P269,1284,PCAFETER,-7.0,inf,True,1.87618887424469,0.9525443911552429,13.11409854888916,0.8699235916137695,0.017890214920043945
141,000141,P269,1284,PCAFETER,-7.0,-5.0,False,2.8217296600341797,0.9914482235908508,20.744749069213867,0.9661183953285217,0.019201040267944336
142,000142,P269,1284,PCAFETER,inf,-5.0,False,2.7785658836364746,0.9906419515609741,20.927616119384766,0.9635682702064514,0.01620960235595703
143,000143,P269,1284,PCAFETER,-7.0,inf,False,4.3068952560424805,0.9998576641082764,39.86785888671875,0.9994547367095947,0.016414880752563477
144,000144,P308,4051,STRAFFIC,-9.0,-11.0,True,2.596637487411499,0.9736698865890503,18.810482025146484,0.9314757585525513,0.01759815216064453
145,000145,P308,4051,STRAFFIC,inf,-11.0,True,2.7691256999969482,0.9787259101867676,20.490468978881836,0.9514287114143372,0.0159299373626709
146,000146,P308,4051,STRAFFIC,-9.0,inf,True,2.936640501022339,0.9908626079559326,20.878206253051758,0.9621866345405579,0.01810431480407715
147,000147,P308,4051,STRAFFIC,-13.0,-27.0,False,1.338844895362854,0.8536533713340759,10.422521591186523,0.6712004542350769,0.017642736434936523
148,000148,P308,4051,STRAFFIC,inf,-27.0,False,1.4492937326431274,0.8732023239135742,10.884040832519531,0.7328877449035645,0.018442392349243164
149,000149,P308,4051,STRAFFIC,-13.0,inf,False,3.3535091876983643,0.9969859719276428,30.83890724182129,0.975997269153595,0.015027999877929688
150,000150,P361,1841,SPSQUARE,-11.0,-20.0,True,1.86782968044281,0.8797861933708191,15.078023910522461,0.7460120916366577,0.016083955764770508
151,000151,P361,1841,SPSQUARE,inf,-20.0,True,1.9696340560913086,0.8866428136825562,16.489356994628906,0.7624686360359192,0.015011787414550781
152,000152,P361,1841,SPSQUARE,-11.0,inf,True,2.737565755844116,0.9843738675117493,17.319183349609375,0.9512448906898499,0.015193462371826172
153,000153,P361,1841,SPSQUARE,-9.0,-6.0,False,2.601325511932373,0.9497961401939392,20.050758361816406,0.8754857182502747,0.015656471252441406
154,000154,P361,1841,SPSQUARE,inf,-6.0,False,3.161494493484497,0.9606500864028931,22.24159812927246,0.8825012445449829,0.016106843948364258
155,000155,P361,1841,SPSQUARE,-9.0,inf,False,3.4155027866363525,0.9970946907997131,26.12311553955078,0.9886525273323059,0.015055418014526367
156,000156,P361,7302,OMEETING,-4.0,-18.0,True,1.975257158279419,0.8699721097946167,14.736832618713379,0.7315286993980408,0.017401695251464844
157,000157,P361,7302,OMEETING,inf,-18.0,True,1.978693962097168,0.8884801864624023,14.896346092224121,0.7421584725379944,0.015048742294311523
158,000158,P361,7302,OMEETING,-4.0,inf,True,3.0236198902130127,0.9492467641830444,22.351287841796875,0.8767186999320984,0.015657424926757812
159,000159,P361,7302,OMEETING,-7.0,-3.0,False,2.9845478534698486,0.9670363068580627,23.132007598876953,0.8827160000801086,0.015030145645141602
160,000160,P361,7302,OMEETING,inf,-3.0,False,3.1108815670013428,0.9588054418563843,22.20804214477539,0.8877573013305664,0.015427589416503906
161,000161,P361,7302,OMEETING,-7.0,inf,False,3.791469097137451,0.9893826246261597,37.626197814941406,0.9555922746658325,0.015004396438598633
162,000162,P361,7127,TCAR,-3.0,-10.0,True,2.7185473442077637,0.9660180807113647,22.78095817565918,0.8959771990776062,0.016361713409423828
163,000163,P361,7127,TCAR,inf,-10.0,True,3.0325839519500732,0.9909224510192871,23.961877822875977,0.9464684724807739,0.0252072811126709
164,000164,P361,7127,TCAR,-3.0,inf,True,2.8444275856018066,0.9712813496589661,24.074342727661133,0.9156367778778076,0.016205310821533203
165,000165,P361,7127,TCAR,-9.0,-18.0,False,2.6136069297790527,0.9713754057884216,24.943225860595703,0.8912503719329834,0.01497793197631836
166,000166,P361,7127,TCAR,inf,-18.0,False,3.3542263507843018,0.9775291085243225,25.773473739624023,0.9051147699356079,0.01616644859313965
167,000167,P361,7127,TCAR,-9.0,inf,False,3.7386717796325684,0.996467649936676,33.0097541809082,0.9749687314033508,0.014939546585083008
168,000168,P295,2830,NFIELD,-14.0,-9.0,True,1.6080328226089478,0.9046187996864319,12.411293029785156,0.7285841107368469,0.015931367874145508
169,000169,P295,2830,NFIELD,inf,-9.0,True,3.0357377529144287,0.98088538646698,16.845863342285156,0.9261091947555542,0.017295122146606445
170,000170,P295,2830,NFIELD,-14.0,inf,True,1.6309726238250732,0.9025357961654663,12.497881889343262,0.7267202138900757,0.01609516143798828
171,000171,P295,2830,NFIELD,-6.0,-8.0,False,3.1158864498138428,0.9824528694152832,22.636852264404297,0.9280278086662292,0.015217304229736328
172,000172,P295,2830,NFIELD,inf,-8.0,False,3.6380372047424316,0.9952507615089417,24.671846389770508,0.9773813486099243,0.015629291534423828
173,000173,P295,2830,NFIELD,-6.0,inf,False,3.3891334533691406,0.9882203936576843,26.76200294494629,0.950935423374176,0.017633438110351562
174,000174,P317,150,PSTATION,-15.0,-22.0,True,1.503265619277954,0.8626465201377869,10.701142311096191,0.6747415065765381,0.016150474548339844
175,000175,P317,150,PSTATION,inf,-22.0,True,1.5770256519317627,0.8687303066253662,10.726070404052734,0.6551672220230103,0.015918254852294922
176,000176,P317,150,PSTATION,-15.0,inf,True,2.3334455490112305,0.9811136722564697,22.169477462768555,0.9302893280982971,0.016968727111816406
177,000177,P317,150,PSTATION,-1.0,-3.0,False,2.864067554473877,0.9662896394729614,21.728561401367188,0.8959741592407227,0.015378236770629883
178,000178,P317,150,PSTATION,inf,-3.0,False,3.1686503887176514,0.9776161313056946,22.590612411499023,0.916880190372467,0.01814579963684082
179,000179,P317,150,PSTATION,-1.0,inf,False,3.3369357585906982,0.9943846464157104,29.274675369262695,0.963145911693573,0.01591181755065918
180,000180,P288,7021,DLIVING,-3.0,-10.0,True,2.444463014602661,0.9835472702980042,23.31140899658203,0.9488435983657837,0.06021904945373535
181,000181,P288,7021,DLIVING,inf,-10.0,True,2.834501266479492,0.9864335656166077,23.43869400024414,0.9573980569839478,0.01587390899658203
182,000182,P288,7021,DLIVING,-3.0,inf,True,3.134469509124756,0.990360677242279,25.71373748779297,0.9683547019958496,0.015256404876708984
183,000183,P288,7021,DLIVING,-7.0,-27.0,False,1.3947710990905762,0.9137623906135559,16.48455047607422,0.7188407778739929,0.015301704406738281
184,000184,P288,7021,DLIVING,inf,-27.0,False,1.536938190460205,0.9255837202072144,17.03577995300293,0.769561767578125,0.015048980712890625
185,000185,P288,7021,DLIVING,-7.0,inf,False,3.644893169403076,0.9979934692382812,34.07413101196289,0.990355908870697,0.016576051712036133
186,000186,P361,237,DKITCHEN,-15.0,-25.0,True,1.2363381385803223,0.8763362765312195,8.293214797973633,0.6375941634178162,0.015032529830932617
187,000187,P361,237,DKITCHEN,inf,-25.0,True,1.799314260482788,0.9449189901351929,14.812840461730957,0.7916699647903442,0.015019893646240234
188,000188,P361,237,DKITCHEN,-15.0,inf,True,1.5442670583724976,0.8898234963417053,10.009186744689941,0.7324233055114746,0.015744447708129883
189,000189,P361,237,DKITCHEN,-11.0,-21.0,False,1.9582147598266602,0.9654255509376526,18.17030906677246,0.8581399917602539,0.0171511173248291
190,000190,P361,237,DKITCHEN,inf,-21.0,False,1.9427490234375,0.9645466208457947,18.192211151123047,0.8591718673706055,0.016071319580078125
191,000191,P361,237,DKITCHEN,-11.0,inf,False,3.3531627655029297,0.9841793775558472,30.381027221679688,0.9467684030532837,0.014962196350097656
